q_m3_s,k_m2,L_m,t_life_s,R_th,R_pr,R_ze,c_CO2,COP,c_CO2_heat,heat_per_m3
0.041666666666666664,5.0e-13,1000.0,7.519670943136864e8,0.6559166059002428,-0.03408726342375447,-0.2909612608652869,0.05708311054256277,8.230905058681344,0.006682132719048934,155773.01458707073
0.041666666666666664,1.0e-12,500.0,3.525445048291284e8,0.7509858846598586,0.3597374134383203,0.21116520213385837,0.03301604695654709,14.282663543934287,0.003850822350524246,154389.01848191497
0.041666666666666664,1.0e-12,650.0,4.763985353108032e8,0.7544081482299982,0.3620624598474419,0.21412963630548845,0.032873960787100774,14.321560493836289,0.0038403636268317894,154993.69152897195
0.041666666666666664,1.0e-12,800.0,5.921980585198631e8,0.7536502666915923,0.35294212645191353,0.20250121122618972,0.033431314494605284,14.060466672739727,0.00391167670889853,155633.87139422944
0.041666666666666664,1.0e-12,900.0,6.761098300530821e8,0.751405766528696,0.3411368752883305,0.1874495159926214,0.03415274651015758,13.765573864149243,0.003995474547068523,155527.9573559365
0.041666666666666664,1.0e-12,1000.0,7.519670943136864e8,0.749040899826701,0.3296795097266519,0.1728413749014812,0.03485291885003793,13.480812478074613,0.004079872788784265,155773.01458591805
0.05555555555555555,2.0e-14,500.0,2.6440837862184623e8,-3.8674599173067765,-17.681067875244306,-22.79086154093649,1.1355097034871522,0.4152785962788018,0.13244121053394034,154392.7135379604
0.05555555555555555,2.0e-14,650.0,3.572989014831023e8,-4.322721192538692,-19.4704749544529,-25.072355566927445,1.2448623583276768,0.37819652395136966,0.14542703731214665,154997.1076412658
0.05555555555555555,2.0e-14,800.0,4.4414854388989735e8,-4.7653236233192375,-21.2055502970285,-27.28457662871134,1.3508947403739635,0.3479593899295705,0.15806442243484906,155636.96209494284
0.05555555555555555,2.0e-14,900.0,5.070823725398115e8,-5.093167938218625,-22.489229718638448,-28.921267891264023,1.4293418161390161,0.3289128983706163,0.16721752254916575,155530.9340081725
0.05555555555555555,2.0e-14,1000.0,5.639753207352648e8,-5.392600445374675,-23.66110746684929,-30.415412020232846,1.5009565674185679,0.31302883369899065,0.17570266403282242,155775.82294144743
0.05555555555555555,5.0e-14,500.0,2.6440837862184623e8,-1.0705968732457276,-6.7558216093808126,-8.861172551960536,0.46785576501771625,1.0079022446318688,0.054568784118630934,154392.71353792775
0.05555555555555555,5.0e-14,650.0,3.572989014831023e8,-1.2463674048531108,-7.453467971306066,-9.750671663415234,0.5104897093575929,0.922256821415601,0.05963631682938249,154997.10764110222
0.05555555555555555,5.0e-14,800.0,4.4414854388989735e8,-1.4197334492477003,-8.136838679561546,-10.621969316440973,0.5522512526398723,0.8511642254727786,0.06461737741556312,155636.96209488774
0.05555555555555555,5.0e-14,900.0,5.070823725398115e8,-1.549256532370039,-8.64582578954241,-11.270927881666573,0.5833560204720362,0.805904015747,0.06824634066256635,155530.934008169
0.05555555555555555,5.0e-14,1000.0,5.639753207352648e8,-1.6676988886486515,-9.110710760888274,-11.863656220132551,0.611765657609839,0.7680108843761406,0.07161356839971975,155775.82294150256
0.05555555555555555,1.0e-13,500.0,2.6440837862184623e8,-0.1383091918961724,-3.114072854108928,-4.217942888988883,0.2453044521955456,1.9223168250935438,0.028611308646962284,154392.71353743138
0.05555555555555555,1.0e-13,650.0,3.572989014831023e8,-0.22091614228864073,-3.4477989769136372,-4.643443695564888,0.2656988263669445,1.771940896973483,0.031039410001733863,154997.10764124448
